Id,LotFrontage,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
360,78.0,12011,NoRidge,8,1998,1998,530.0,4,PConc,4.0,956,130,1086,5,Y,SBrkr,1086,838,1924,2,1,3,1,4,1,Attchd,1998.0,RFn,2,592,208,75,280000
361,69.0,7540,Mitchel,6,1978,1978,0.0,3,CBlock,4.0,773,115,888,5,Y,SBrkr,912,0,912,1,0,2,1,3,1,Attchd,1978.0,RFn,2,470,0,0,156000
362,69.0,9144,BrkSide,5,1940,1982,0.0,3,CBlock,3.0,399,484,883,4,Y,SBrkr,988,517,1505,1,0,3,1,3,0,Detchd,1940.0,Unf,1,240,0,0,145000
363,64.0,7301,Edwards,7,2003,2003,500.0,4,Slab,4.0,0,0,0,5,Y,SBrkr,495,1427,1922,3,0,4,1,4,1,BuiltIn,2003.0,RFn,2,672,0,0,198500
364,21.0,1680,BrDale,6,1972,2007,510.0,3,CBlock,3.0,162,321,483,4,Y,SBrkr,483,504,987,1,1,2,1,4,0,Detchd,1972.0,Unf,1,264,250,0,118000
365,69.0,18800,NWAmes,6,1976,1976,120.0,3,PConc,4.0,712,84,796,3,Y,SBrkr,790,784,1574,2,1,3,1,3,1,Attchd,1976.0,Fin,2,566,306,111,190000
366,59.0,10690,IDOTRR,5,1920,1997,0.0,3,CBlock,3.0,456,216,672,4,Y,FuseA,672,672,1344,1,0,3,1,3,0,Detchd,1964.0,Unf,1,468,0,128,147000
367,69.0,9500,NAmes,6,1963,1963,247.0,3,CBlock,4.0,609,785,1394,4,Y,SBrkr,1394,0,1394,1,1,3,1,3,2,Attchd,1963.0,RFn,2,514,0,76,159000
368,101.0,9150,NAmes,6,1962,1962,305.0,3,CBlock,4.0,371,728,1099,4,Y,SBrkr,1431,0,1431,1,0,3,1,3,1,Basment,1962.0,RFn,1,296,64,110,165000
369,78.0,7800,NAmes,5,1954,1954,200.0,3,PConc,3.0,540,728,1268,4,Y,SBrkr,1268,0,1268,1,0,2,1,3,1,Attchd,1954.0,Fin,1,244,0,98,132000
370,69.0,9830,NAmes,5,1959,2006,0.0,3,CBlock,3.0,72,733,1063,5,Y,SBrkr,1287,0,1287,1,0,3,1,4,1,Detchd,1997.0,Fin,2,576,364,17,162000
371,69.0,8121,Gilbert,6,2000,2000,0.0,3,PConc,4.0,0,953,953,5,Y,SBrkr,953,711,1664,2,1,3,1,3,1,Attchd,2000.0,RFn,2,460,100,40,172400
372,80.0,17120,ClearCr,4,1959,1959,0.0,3,CBlock,4.0,0,0,0,3,Y,SBrkr,1120,468,1588,2,0,4,1,3,1,Detchd,1991.0,Fin,2,680,0,59,134432
373,50.0,7175,SawyerW,6,1984,1984,0.0,3,CBlock,4.0,623,0,744,3,Y,SBrkr,752,0,752,1,0,2,1,3,0,Attchd,1984.0,Unf,1,264,353,0,125000
374,79.0,10634,NAmes,5,1953,1953,0.0,3,PConc,3.0,428,0,608,3,Y,SBrkr,1319,0,1319,1,0,3,1,3,0,Attchd,1953.0,Unf,1,270,66,0,123000
375,65.0,8200,CollgCr,7,2003,2004,0.0,4,PConc,4.0,0,847,847,5,Y,SBrkr,847,1081,1928,2,1,4,1,4,1,BuiltIn,2003.0,Fin,2,434,100,48,219500
376,69.0,10020,Edwards,1,1922,1950,0.0,2,BrkTil,2.0,350,333,683,4,N,FuseA,904,0,904,0,1,1,1,2,0,,,,0,0,0,0,61000
377,57.0,8846,CollgCr,5,1996,1996,0.0,4,PConc,4.0,298,572,870,5,Y,SBrkr,914,0,914,1,0,2,1,3,0,Detchd,1998.0,Unf,2,576,0,0,148000
378,102.0,11143,Somerst,8,2004,2005,0.0,4,PConc,4.0,0,1580,1580,5,Y,SBrkr,1580,886,2466,3,0,4,1,4,1,Attchd,2004.0,RFn,2,610,159,214,340000
379,88.0,11394,StoneBr,9,2010,2010,350.0,4,PConc,5.0,1445,411,1856,5,Y,SBrkr,1856,0,1856,1,1,1,1,5,1,Attchd,2010.0,Fin,3,834,113,0,394432
380,60.0,8123,Gilbert,6,2000,2000,16.0,3,PConc,4.0,0,982,982,5,Y,SBrkr,1007,793,1800,2,1,3,1,3,1,Attchd,2000.0,Fin,2,463,100,63,179000
381,50.0,5000,SWISU,5,1924,1950,0.0,3,BrkTil,3.0,218,808,1026,3,Y,SBrkr,1026,665,1691,2,0,3,1,4,1,Detchd,1924.0,Unf,1,308,0,0,127000
382,60.0,7200,Somerst,7,2006,2006,0.0,4,PConc,4.0,0,1293,1293,5,Y,SBrkr,1301,0,1301,2,0,2,1,4,1,Attchd,2006.0,RFn,2,572,216,121,187750
383,79.0,9245,CollgCr,7,2006,2006,0.0,4,PConc,4.0,0,939,939,5,Y,SBrkr,939,858,1797,2,1,3,1,4,0,Attchd,2006.0,RFn,2,639,144,53,213500
384,60.0,9000,SawyerW,6,1928,1950,0.0,3,BrkTil,2.0,0,784,784,3,N,FuseA,784,0,784,1,0,2,1,3,0,Detchd,1950.0,Unf,2,360,0,0,76000
385,69.0,53107,ClearCr,6,1992,1992,0.0,4,PConc,4.0,985,595,1580,5,Y,SBrkr,1079,874,1953,2,1,3,1,4,2,Attchd,1992.0,Fin,2,501,216,231,240000
386,43.0,3182,Blmngtn,8,2004,2005,16.0,4,PConc,4.0,24,1232,1256,5,Y,SBrkr,1269,0,1269,2,0,2,1,4,1,Attchd,2004.0,Fin,2,430,146,20,192000
387,58.0,8410,Edwards,5,1910,1996,0.0,3,PConc,3.0,0,658,658,3,Y,SBrkr,658,526,1184,1,0,5,1,3,0,,,,0,0,0,151,81000
388,72.0,7200,Edwards,6,1976,1976,255.0,3,CBlock,3.0,631,410,1041,5,Y,SBrkr,1125,0,1125,1,0,3,1,3,1,Detchd,1977.0,Unf,1,352,296,0,125000
389,93.0,9382,CollgCr,7,1999,2000,125.0,4,PConc,4.0,0,1468,1468,5,Y,SBrkr,1479,0,1479,2,0,3,1,4,0,Attchd,1999.0,RFn,2,577,120,25,191000
390,96.0,12474,NridgHt,10,2007,2008,272.0,5,PConc,5.0,1280,402,1682,5,Y,SBrkr,1742,590,2332,2,1,3,1,5,1,BuiltIn,2008.0,Fin,3,846,196,134,426000
391,50.0,8405,Edwards,5,1900,1950,0.0,3,BrkTil,3.0,241,229,861,5,Y,SBrkr,961,406,1367,1,0,4,1,3,0,Detchd,1978.0,Unf,1,384,0,130,119000
392,71.0,12209,Mitchel,6,2001,2002,0.0,3,PConc,5.0,690,114,804,5,Y,SBrkr,804,1157,1961,2,1,3,1,4,1,BuiltIn,2001.0,Fin,2,560,125,192,215000
393,69.0,8339,NAmes,5,1959,1959,0.0,3,Slab,4.0,0,0,0,3,Y,SBrkr,882,0,882,1,0,3,1,3,0,Attchd,1959.0,RFn,1,294,0,0,106500
394,69.0,7446,BrkSide,4,1941,1950,0.0,3,CBlock,3.0,266,522,788,3,Y,FuseA,788,0,788,1,0,2,1,3,2,,,,0,0,0,0,100000
395,60.0,10134,OldTown,5,1940,1950,0.0,3,CBlock,3.0,0,735,735,4,Y,FuseA,735,299,1034,1,0,2,1,3,0,Detchd,1940.0,Unf,1,240,0,39,109000
396,68.0,9571,Edwards,5,1956,1956,0.0,3,CBlock,3.0,739,405,1144,3,Y,SBrkr,1144,0,1144,1,0,3,1,3,0,Attchd,1956.0,Unf,1,596,44,0,129000
397,60.0,7200,CollgCr,5,1972,1972,0.0,3,CBlock,3.0,777,117,894,3,Y,SBrkr,894,0,894,1,0,2,1,3,0,Detchd,1985.0,RFn,2,600,215,0,123000
398,69.0,7590,NAmes,5,1962,1962,288.0,3,CBlock,3.0,540,324,864,3,Y,SBrkr,876,936,1812,2,0,4,1,3,1,Attchd,1962.0,RFn,1,264,0,168,169500
399,60.0,8967,IDOTRR,5,1920,1950,0.0,3,BrkTil,2.0,0,961,961,4,Y,Mix,1077,0,1077,1,0,2,1,3,0,Detchd,1920.0,Unf,1,338,0,0,67000
400,65.0,8125,Somerst,7,2006,2007,100.0,4,PConc,4.0,812,280,1092,5,Y,SBrkr,1112,438,1550,2,0,2,1,4,0,Attchd,2007.0,Fin,2,438,0,168,241000
401,38.0,14963,Veenker,8,1996,1996,0.0,4,PConc,4.0,786,474,1260,5,Y,SBrkr,1288,0,1288,1,1,1,1,5,2,Attchd,1996.0,Fin,2,500,120,30,245500
402,65.0,8767,CollgCr,7,2005,2005,0.0,4,PConc,4.0,24,1286,1310,5,Y,SBrkr,1310,0,1310,2,0,3,1,4,1,Attchd,2005.0,Fin,2,400,0,0,164990
403,60.0,10200,Sawyer,5,1940,1997,0.0,3,PConc,3.0,0,672,672,5,Y,SBrkr,672,0,672,1,0,2,1,3,0,Detchd,1940.0,Unf,1,240,168,0,108000
404,93.0,12090,NoRidge,8,1998,1998,650.0,4,PConc,4.0,0,1141,1141,4,Y,SBrkr,1165,1098,2263,2,1,4,1,4,1,BuiltIn,1998.0,Fin,2,420,144,123,258000
405,69.0,10364,Gilbert,6,1995,1996,0.0,3,PConc,4.0,0,806,806,4,Y,SBrkr,806,766,1572,2,1,3,1,3,1,BuiltIn,1995.0,Fin,2,373,0,40,168000
406,69.0,9991,Sawyer,4,1976,1993,0.0,3,CBlock,3.0,1116,165,1281,5,Y,SBrkr,1620,0,1620,2,0,3,1,3,1,Attchd,1993.0,Unf,2,490,120,78,150000
407,51.0,10480,SWISU,6,1936,1950,0.0,3,BrkTil,3.0,0,1064,1064,5,Y,FuseA,1166,0,1639,1,0,3,1,3,0,Detchd,1936.0,Unf,1,240,0,0,115000
408,63.0,15576,Crawfor,6,1915,1976,0.0,3,BrkTil,4.0,0,840,840,5,Y,SBrkr,840,840,1680,2,0,4,1,3,0,Attchd,1960.0,Unf,1,308,0,0,177000
409,109.0,14154,NridgHt,7,2006,2006,350.0,4,PConc,5.0,0,1063,1063,5,Y,SBrkr,1071,1101,2172,2,1,3,1,4,1,Attchd,2006.0,RFn,3,947,192,62,280000
410,85.0,10800,Somerst,8,2007,2008,100.0,4,PConc,5.0,789,245,1034,5,Y,SBrkr,1050,1028,2078,2,1,3,1,5,1,Attchd,2008.0,Fin,3,836,0,102,339750
411,68.0,9571,Edwards,5,1958,1958,0.0,3,CBlock,3.0,0,1276,1276,3,Y,FuseA,1276,0,1276,1,0,3,1,3,0,Attchd,1958.0,Unf,1,350,0,0,60000
412,100.0,34650,Gilbert,5,1955,1955,0.0,3,CBlock,3.0,1056,0,1056,3,N,SBrkr,1056,0,1056,1,0,3,1,3,0,Attchd,1955.0,Fin,2,572,264,0,145000
413,69.0,4403,Somerst,7,2009,2009,432.0,5,PConc,5.0,578,892,1470,5,Y,SBrkr,1478,0,1478,2,1,2,1,4,1,Attchd,2009.0,Fin,2,484,0,144,222000
414,56.0,8960,OldTown,5,1927,1950,0.0,3,CBlock,3.0,0,1008,1008,4,Y,FuseA,1028,0,1028,1,0,2,1,3,1,Detchd,1927.0,Unf,2,360,0,0,115000
415,59.0,11228,SawyerW,7,1993,1993,0.0,4,PConc,4.0,50,499,1080,5,Y,SBrkr,1080,1017,2097,2,1,3,1,4,1,Attchd,1993.0,Unf,3,678,196,187,228000
416,73.0,8899,Gilbert,7,2007,2007,0.0,4,PConc,4.0,24,1316,1340,5,Y,SBrkr,1340,0,1340,2,0,3,1,4,0,Attchd,2007.0,Fin,2,396,100,30,181134
417,74.0,7844,Sawyer,6,1978,1978,203.0,3,CBlock,3.0,209,463,672,3,Y,SBrkr,672,728,1400,1,1,3,1,3,1,Attchd,1978.0,Fin,2,440,0,0,149500
418,86.0,22420,Crawfor,6,1918,1950,0.0,3,BrkTil,4.0,1128,242,1370,3,N,FuseA,1370,1254,2624,2,1,4,1,3,1,Detchd,1918.0,Unf,3,864,0,0,239000
419,60.0,8160,Edwards,5,1940,1950,0.0,3,BrkTil,3.0,312,444,756,2,N,FuseF,756,378,1134,1,1,3,1,3,0,Detchd,1940.0,Unf,1,240,0,0,126000
420,65.0,8450,NAmes,5,1968,1968,0.0,3,CBlock,3.0,775,281,1056,5,Y,SBrkr,1056,0,1056,1,0,3,1,3,1,Attchd,1968.0,Unf,1,304,0,85,142000
421,78.0,7060,Mitchel,7,1997,1998,200.0,3,PConc,4.0,1309,35,1344,5,Y,SBrkr,1344,0,1344,2,0,2,2,3,0,Attchd,1997.0,Fin,4,784,0,0,206300
422,69.0,16635,NWAmes,6,1977,2000,126.0,4,CBlock,4.0,1246,356,1602,4,Y,SBrkr,1602,0,1602,2,0,3,1,4,1,Attchd,1977.0,Fin,2,529,240,0,215000
423,100.0,21750,Mitchel,5,1954,1954,0.0,3,CBlock,3.0,0,988,988,5,Y,FuseA,988,0,988,1,0,2,1,3,0,Attchd,1954.0,RFn,2,520,0,0,113000
424,80.0,9200,NoRidge,8,1998,1998,473.0,4,PConc,4.0,986,484,1470,4,Y,SBrkr,1470,1160,2630,2,1,4,1,4,1,Attchd,1998.0,Fin,3,696,0,66,315000
425,72.0,9000,NAmes,6,1956,1956,74.0,3,CBlock,4.0,616,580,1196,4,Y,FuseA,1196,0,1196,1,0,2,1,3,1,Attchd,1956.0,RFn,1,297,0,44,139000
426,60.0,3378,OldTown,7,1946,1992,0.0,3,CBlock,3.0,0,651,651,4,Y,SBrkr,707,682,1389,1,1,3,1,3,2,Detchd,1947.0,Unf,1,240,0,0,135000
427,69.0,12800,SawyerW,7,1989,1989,145.0,4,PConc,4.0,1518,0,1518,4,Y,SBrkr,1644,0,1644,2,0,2,1,4,1,Attchd,1989.0,Fin,2,569,80,0,275000
428,77.0,8593,NAmes,4,1957,1957,0.0,3,CBlock,3.0,288,619,907,5,Y,SBrkr,907,0,907,1,0,3,1,3,0,Detchd,1964.0,Unf,1,352,0,0,109008
429,64.0,6762,CollgCr,7,2007,2007,108.0,4,PConc,4.0,664,544,1208,5,Y,SBrkr,1208,0,1208,2,0,2,1,4,0,Attchd,2007.0,RFn,2,628,105,54,195400
430,130.0,11457,Timber,6,1988,1988,0.0,3,CBlock,4.0,1005,387,1392,3,Y,SBrkr,1412,0,1412,2,0,3,1,4,1,Attchd,1988.0,Unf,2,576,0,0,175000
431,21.0,1680,BrDale,6,1971,1971,232.0,3,CBlock,3.0,387,96,483,3,Y,SBrkr,483,504,987,1,1,2,1,3,0,Detchd,1971.0,Unf,1,264,0,0,85400
432,60.0,5586,OldTown,6,1920,1998,0.0,3,BrkTil,3.0,0,901,901,4,Y,SBrkr,1088,110,1198,1,0,4,1,3,0,,,,0,0,0,98,79900
433,24.0,1920,BrDale,5,1971,1971,376.0,3,CBlock,3.0,471,294,765,5,Y,SBrkr,765,600,1365,1,1,2,1,3,0,Detchd,1971.0,Unf,2,440,240,36,122500
434,100.0,10839,Gilbert,6,1997,1998,0.0,3,PConc,4.0,0,926,926,5,Y,SBrkr,926,678,1604,2,1,3,1,3,1,Attchd,1997.0,Fin,2,470,0,36,181000
435,21.0,1890,MeadowV,4,1972,1972,0.0,3,CBlock,4.0,495,135,630,4,Y,SBrkr,630,0,630,1,0,1,1,3,0,,,,0,0,88,0,81000
436,43.0,10667,CollgCr,7,1996,1996,0.0,4,PConc,4.0,385,70,799,5,Y,SBrkr,827,834,1661,2,1,3,1,4,1,Attchd,1996.0,RFn,2,550,158,61,212000
437,40.0,4400,OldTown,6,1920,1950,0.0,3,BrkTil,2.0,0,648,648,3,Y,FuseA,734,384,1118,1,0,2,1,3,0,Detchd,1990.0,Unf,2,440,0,0,116000
438,50.0,6000,BrkSide,6,1926,2004,0.0,4,PConc,3.0,0,884,884,4,Y,SBrkr,904,0,904,1,0,2,1,3,0,Detchd,1926.0,Unf,1,180,0,0,119000
439,40.0,4280,Crawfor,5,1913,2002,0.0,3,PConc,3.0,365,75,440,3,N,SBrkr,694,0,694,1,0,2,1,4,1,Detchd,1990.0,Unf,1,352,0,0,90350
440,67.0,12354,Edwards,6,1920,2000,0.0,3,BrkTil,3.0,0,684,684,4,Y,SBrkr,684,512,1196,1,0,3,1,4,0,Detchd,2005.0,Unf,2,528,0,46,110000
441,105.0,15431,NridgHt,10,2008,2008,200.0,5,PConc,5.0,1767,788,3094,5,Y,SBrkr,2402,0,2402,2,0,2,1,5,2,Attchd,2008.0,Fin,3,672,0,72,555000
442,92.0,12108,Edwards,4,1955,1955,270.0,3,CBlock,3.0,133,1307,1440,3,N,FuseF,1440,0,1440,2,0,4,2,2,0,,,,0,0,0,0,118000
443,52.0,6240,BrkSide,5,1930,1992,0.0,3,PConc,3.0,0,1078,1078,3,Y,SBrkr,1128,445,1573,2,0,3,1,3,1,Detchd,1930.0,Unf,2,360,0,0,162900
444,53.0,3922,Blmngtn,7,2006,2007,72.0,4,PConc,5.0,0,1258,1258,5,Y,SBrkr,1258,0,1258,2,0,2,1,4,1,Attchd,2007.0,Fin,3,648,144,16,172500
445,70.0,8750,CollgCr,7,1994,1995,0.0,4,PConc,4.0,642,273,915,5,Y,SBrkr,933,975,1908,2,1,4,1,4,1,Attchd,1994.0,Unf,2,493,144,133,210000
446,73.0,9855,Edwards,6,1956,1956,0.0,3,CBlock,3.0,0,1436,1436,2,Y,SBrkr,1689,0,1689,1,0,3,1,3,1,Attchd,1956.0,Unf,2,480,0,0,127500
447,137.0,16492,NAmes,6,1966,2002,0.0,4,CBlock,3.0,247,557,1517,5,Y,SBrkr,1888,0,1888,2,1,2,1,4,1,Attchd,1966.0,Fin,2,578,0,0,190000
448,69.0,11214,Gilbert,7,1998,1999,0.0,4,PConc,4.0,0,930,930,4,Y,SBrkr,956,930,1886,2,1,4,1,4,1,Attchd,1998.0,Fin,2,431,89,0,199900
449,50.0,8600,IDOTRR,6,1937,1950,0.0,3,BrkTil,3.0,0,780,780,3,Y,SBrkr,780,596,1376,2,0,3,1,3,1,Detchd,1937.0,Unf,1,198,0,0,119500
450,50.0,6000,OldTown,3,1948,2002,0.0,3,CBlock,3.0,331,318,649,5,Y,SBrkr,679,504,1183,1,1,2,1,3,0,Detchd,1981.0,Unf,1,308,0,176,120000
451,70.0,5684,OldTown,6,1930,2005,0.0,3,BrkTil,3.0,0,813,813,5,Y,FuseA,813,0,813,1,0,2,1,4,0,Detchd,1932.0,Unf,1,270,0,113,110000
452,62.0,70761,ClearCr,7,1975,1975,0.0,3,CBlock,4.0,655,878,1533,3,Y,SBrkr,1533,0,1533,2,0,2,1,4,2,Attchd,1975.0,Unf,2,576,200,54,280000
453,69.0,9303,Timber,6,1996,1997,42.0,4,PConc,5.0,742,130,872,5,Y,SBrkr,888,868,1756,2,1,3,1,3,0,Attchd,1996.0,Fin,2,422,144,122,204000
454,75.0,9000,Somerst,8,2008,2008,0.0,4,PConc,4.0,0,768,768,5,Y,SBrkr,786,804,1590,2,1,3,1,4,0,Attchd,2008.0,RFn,2,676,0,30,210000
455,63.0,9297,Mitchel,5,1976,1976,0.0,3,CBlock,3.0,1606,122,1728,3,Y,SBrkr,1728,0,1728,2,0,4,2,3,0,Detchd,1976.0,Unf,2,560,0,0,188000
456,80.0,9600,NWAmes,7,1973,1973,320.0,3,CBlock,3.0,916,326,1242,2,Y,SBrkr,1242,0,1242,1,1,3,1,3,1,Attchd,1973.0,Unf,2,528,0,0,175500
457,34.0,4571,OldTown,5,1916,1950,0.0,3,BrkTil,3.0,0,624,624,2,N,SBrkr,624,720,1344,1,0,4,1,3,0,Detchd,1916.0,Unf,3,513,0,0,98000
458,69.0,53227,ClearCr,4,1954,1994,0.0,3,CBlock,4.0,1116,248,1364,5,Y,SBrkr,1663,0,1663,1,0,2,1,4,2,Attchd,1954.0,Fin,2,529,224,137,256000
459,69.0,5100,OldTown,8,1925,1996,0.0,3,PConc,3.0,0,588,588,2,Y,SBrkr,833,833,1666,1,0,3,1,4,1,Detchd,1925.0,Unf,1,228,192,63,161000
460,69.0,7015,BrkSide,5,1950,1950,161.0,3,CBlock,3.0,185,524,709,3,Y,SBrkr,979,224,1203,1,0,3,1,4,1,Detchd,1950.0,Unf,1,352,0,0,110000
461,75.0,8004,Somerst,8,2009,2009,110.0,4,PConc,4.0,544,288,832,5,Y,SBrkr,832,1103,1935,2,1,3,1,3,0,BuiltIn,2009.0,Fin,2,552,0,150,263435
462,60.0,7200,SWISU,7,1936,2007,0.0,4,PConc,4.0,350,0,560,5,Y,SBrkr,575,560,1135,1,0,3,1,4,0,Detchd,1971.0,RFn,2,576,256,0,155000
463,60.0,8281,Sawyer,5,1965,1965,0.0,3,CBlock,3.0,553,0,864,4,Y,SBrkr,864,0,864,1,0,3,1,3,1,Detchd,1965.0,Unf,1,360,0,0,62383
464,74.0,11988,Crawfor,6,1934,1995,0.0,3,CBlock,3.0,326,389,715,2,Y,FuseA,849,811,1660,1,1,3,1,3,1,Detchd,1939.0,Unf,1,240,0,0,188700
465,60.0,8430,CollgCr,5,1978,1978,136.0,3,CBlock,4.0,616,424,1040,3,Y,SBrkr,1040,0,1040,2,0,3,1,3,0,,,,0,0,0,0,124000
466,69.0,3072,Blmngtn,7,2004,2004,18.0,4,PConc,4.0,0,1375,1375,5,Y,SBrkr,1414,0,1414,2,0,2,1,4,1,Attchd,2004.0,Fin,2,398,144,20,178740
467,85.0,10628,NAmes,7,1970,1970,0.0,3,CBlock,3.0,778,499,1277,3,Y,SBrkr,1277,0,1277,1,0,2,1,3,1,Attchd,1970.0,Unf,2,526,0,0,167000
468,79.0,9480,NAmes,5,1942,1995,224.0,3,CBlock,3.0,386,342,728,5,Y,SBrkr,888,756,1644,1,1,3,1,4,2,Attchd,1942.0,Unf,1,312,168,0,146500
469,98.0,11428,NridgHt,8,2006,2006,248.0,4,PConc,4.0,0,1626,1626,5,Y,SBrkr,1634,0,1634,2,0,3,1,4,1,Attchd,2006.0,RFn,3,866,0,44,250000
470,76.0,9291,SawyerW,6,1993,1993,120.0,4,PConc,4.0,426,406,832,5,Y,SBrkr,832,878,1710,2,1,3,1,4,0,Attchd,1993.0,RFn,2,506,144,70,187000
471,69.0,6820,StoneBr,8,1985,1985,0.0,4,PConc,4.0,368,0,1488,3,Y,SBrkr,1502,0,1502,1,1,1,1,4,0,Attchd,1985.0,RFn,2,528,0,54,212000
472,92.0,11952,NWAmes,7,1977,1977,0.0,3,CBlock,4.0,0,808,808,3,Y,SBrkr,1161,808,1969,2,1,3,1,3,1,Attchd,1977.0,RFn,2,534,0,0,190000
473,35.0,3675,Edwards,6,2005,2005,80.0,3,PConc,4.0,459,88,547,5,Y,SBrkr,1072,0,1072,1,0,2,1,3,0,Basment,2005.0,RFn,2,525,0,28,148000
474,110.0,14977,NridgHt,8,2006,2007,304.0,4,PConc,5.0,1350,626,1976,5,Y,SBrkr,1976,0,1976,2,0,2,1,4,1,Attchd,2006.0,RFn,3,908,250,63,440000
475,41.0,5330,StoneBr,8,2000,2000,0.0,4,PConc,4.0,1196,298,1494,5,Y,SBrkr,1652,0,1652,2,0,2,1,5,0,Attchd,2000.0,RFn,2,499,96,48,251000
476,80.0,8480,Sawyer,5,1963,1963,0.0,3,CBlock,3.0,630,340,970,3,Y,SBrkr,970,0,970,1,0,2,1,3,0,Detchd,1996.0,Unf,2,624,0,24,132500
477,75.0,13125,CollgCr,6,1997,1998,215.0,3,PConc,4.0,994,484,1478,5,Y,SBrkr,1493,0,1493,2,0,3,1,4,1,Attchd,1997.0,Fin,2,508,140,39,208900
478,105.0,13693,NridgHt,9,2006,2006,772.0,5,PConc,4.0,0,2153,2153,5,Y,SBrkr,2069,574,2643,2,1,3,1,5,1,BuiltIn,2006.0,Fin,3,694,414,84,380000
479,79.0,10637,CollgCr,8,2007,2008,336.0,4,PConc,5.0,1288,417,1705,5,Y,SBrkr,1718,0,1718,2,0,3,1,4,1,Attchd,2007.0,RFn,3,826,208,44,297000
480,50.0,5925,OldTown,4,1937,2000,435.0,3,BrkTil,2.0,168,739,907,3,Y,SBrkr,1131,0,1131,1,0,2,1,3,0,Detchd,1995.0,Unf,2,672,0,72,89471
481,98.0,16033,NridgHt,9,2004,2005,378.0,4,PConc,5.0,1261,572,1833,5,Y,SBrkr,1850,0,1850,2,0,3,1,4,1,Attchd,2004.0,Fin,3,772,519,112,326000
482,72.0,11846,NridgHt,9,2003,2004,562.0,4,PConc,5.0,1567,225,1792,5,Y,SBrkr,1792,0,1792,2,0,2,1,5,1,Attchd,2003.0,Fin,3,874,206,49,374000
483,50.0,2500,OldTown,7,1915,2005,0.0,4,PConc,3.0,299,611,910,5,Y,SBrkr,916,910,1826,1,1,4,1,5,1,Attchd,1915.0,Unf,1,164,0,0,155000
484,32.0,4500,Mitchel,6,1998,1998,116.0,3,PConc,5.0,897,319,1216,5,Y,SBrkr,1216,0,1216,2,0,2,1,3,0,Attchd,1998.0,Unf,2,402,0,125,164000
485,69.0,7758,Sawyer,5,1962,2001,0.0,3,CBlock,3.0,588,411,999,4,Y,SBrkr,999,0,999,1,0,3,1,4,0,Detchd,1963.0,Unf,1,264,0,132,132500
486,80.0,9600,NAmes,5,1950,2007,0.0,4,CBlock,3.0,607,506,1113,4,Y,SBrkr,1113,0,1113,1,0,3,1,4,1,Attchd,1950.0,Unf,1,264,0,80,147000
487,79.0,10289,NAmes,5,1965,1965,168.0,3,CBlock,3.0,836,237,1073,3,Y,SBrkr,1073,0,1073,1,1,3,1,3,0,Attchd,1965.0,RFn,2,515,0,0,156000
488,70.0,12243,NWAmes,5,1971,1971,0.0,3,CBlock,4.0,998,486,1484,4,Y,SBrkr,1484,0,1484,2,0,3,1,3,1,Attchd,1971.0,Unf,2,487,224,0,175000
489,60.0,10800,OldTown,5,1900,1970,0.0,3,CBlock,3.0,664,290,954,3,N,FuseA,1766,648,2414,2,0,3,2,3,1,Attchd,1970.0,Unf,2,520,142,0,160000
490,21.0,1526,MeadowV,4,1970,2002,0.0,3,CBlock,4.0,515,115,630,3,Y,SBrkr,630,0,630,1,0,1,1,4,0,Attchd,1970.0,Unf,1,286,0,0,86000
491,69.0,2665,MeadowV,5,1976,1976,0.0,3,PConc,4.0,0,264,264,3,Y,SBrkr,616,688,1304,1,1,3,1,3,1,BuiltIn,1976.0,Fin,1,336,141,24,115000
492,79.0,9490,NAmes,6,1941,1950,0.0,3,CBlock,3.0,403,238,806,3,Y,FuseA,958,620,1578,1,0,3,1,2,2,Attchd,1941.0,Unf,1,240,0,0,133000
493,105.0,15578,Gilbert,6,2006,2006,0.0,4,PConc,4.0,0,728,728,4,Y,SBrkr,728,728,1456,2,1,3,1,3,0,Attchd,2006.0,RFn,2,429,0,0,172785
494,70.0,7931,NAmes,5,1960,1960,0.0,3,CBlock,3.0,374,363,1269,3,Y,FuseA,1269,0,1269,1,1,3,1,3,1,Detchd,1964.0,Unf,1,308,0,0,155000
495,50.0,5784,OldTown,5,1938,1996,0.0,3,BrkTil,2.0,0,190,190,4,Y,FuseA,886,0,886,1,0,2,1,3,0,Attchd,1938.0,Unf,1,273,144,20,91300
496,60.0,7879,IDOTRR,4,1920,1950,0.0,3,CBlock,3.0,495,225,720,3,N,FuseA,720,0,720,1,0,2,1,3,0,,,,0,0,0,523,34900
497,69.0,12692,NoRidge,8,1992,1993,0.0,4,PConc,4.0,1231,1969,3200,5,Y,SBrkr,3228,0,3228,3,0,4,1,4,1,Attchd,1992.0,RFn,2,546,264,75,430000
498,60.0,9120,BrkSide,7,1925,1950,0.0,3,PConc,3.0,329,697,1026,5,Y,SBrkr,1133,687,1820,2,0,4,1,3,0,Detchd,1925.0,Unf,1,240,0,100,184000
