LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,SalePrice_pred
60.0,8520,5,1923,2006,0.0,4,2,3.0,0,968,968,3,1,4.0,968,0,968,1,0,2,1,3,0,2,480,0,0,100000,99080
69.0,2117,6,2000,2000,456.0,4,5,4.0,436,320,756,5,1,4.0,769,756,1525,2,1,3,1,4,1,2,440,0,0,177000,254883
54.0,7588,7,1920,1950,0.0,3,3,2.0,352,441,793,4,1,4.0,901,901,1802,1,1,4,1,3,1,1,216,0,0,200100,64387
60.0,9060,5,1957,2006,98.0,3,5,4.0,0,0,0,5,1,4.0,1340,0,1340,1,0,3,1,3,1,1,252,116,0,120000,5723
63.0,11426,7,2003,2003,0.0,3,5,4.0,0,1362,1362,5,1,4.0,1362,720,2082,2,1,3,1,4,0,2,484,280,238,200000,159247
92.0,7438,5,1908,1991,0.0,3,5,2.0,0,504,504,4,1,4.0,936,316,1252,1,0,3,1,3,0,2,576,104,0,127000,22356
90.0,22950,10,1892,1993,0.0,4,3,3.0,0,1107,1107,5,1,4.0,1518,1518,3608,2,1,4,1,5,2,3,840,0,260,475000,1111757
69.0,9947,7,1990,1991,0.0,3,5,4.0,611,577,1188,5,1,4.0,1217,0,1217,2,0,3,1,4,0,2,497,168,27,173000,162205
60.0,10410,5,1916,1987,0.0,3,2,2.0,0,660,660,5,1,4.0,808,704,1656,2,1,3,1,3,0,1,180,0,0,135000,270670
64.0,7018,5,1979,1979,275.0,3,2,4.0,1086,0,1086,3,1,4.0,1224,0,1224,0,2,2,2,3,2,2,528,120,0,153337,190691
41.0,4923,8,2001,2002,0.0,4,5,5.0,1153,440,1593,5,1,4.0,1593,0,1593,1,1,0,1,5,1,2,682,0,120,286000,241478
70.0,10570,8,1932,1994,0.0,4,2,4.0,297,556,853,3,1,4.0,1549,1178,2727,2,1,3,1,4,2,2,440,0,74,315000,156857
69.0,7472,7,1972,2004,138.0,3,2,3.0,626,99,725,4,1,4.0,725,754,1479,1,1,4,1,4,0,2,484,0,32,184000,150572
68.0,9017,7,1999,1999,0.0,4,5,4.0,560,871,1431,5,1,4.0,1431,0,1431,2,0,3,1,4,0,2,666,0,35,192000,184818
24.0,2522,7,2004,2004,50.0,4,5,4.0,0,970,970,5,1,4.0,970,739,1709,2,0,3,1,4,0,2,380,0,40,130000,202800
60.0,7180,5,1972,1972,0.0,3,2,3.0,390,474,864,3,1,4.0,864,0,864,1,0,3,1,3,0,1,352,0,0,127000,59795
24.0,2280,6,1976,1976,0.0,3,2,4.0,566,289,855,3,1,4.0,855,601,1456,2,1,3,1,3,1,2,440,87,0,148500,161557
79.0,9416,7,2007,2007,205.0,5,5,5.0,1126,600,1726,5,1,4.0,1726,0,1726,2,0,3,1,5,1,3,786,171,138,311872,297617
174.0,25419,8,1918,1990,0.0,4,5,3.0,1036,140,1360,4,1,4.0,1360,1360,3112,2,0,4,1,4,1,2,795,0,16,235000,918196
92.0,5520,6,1912,1950,0.0,3,2,3.0,0,755,755,5,1,4.0,929,929,2229,1,0,5,1,3,0,0,0,0,198,104000,608912
76.0,9591,8,2004,2005,262.0,4,5,5.0,1088,625,1713,5,1,4.0,1713,0,1713,2,0,3,1,5,1,3,856,0,26,274900,306470
80.0,8546,4,2003,2004,0.0,3,5,4.0,0,1121,1121,5,1,4.0,1121,0,1121,2,0,2,1,3,0,2,440,132,64,140000,127796
75.0,10125,6,1977,1977,0.0,3,2,3.0,641,276,1196,3,1,4.0,1279,0,1279,2,0,3,1,3,2,2,473,238,83,171500,274465
50.0,7000,6,1924,1950,0.0,3,3,2.0,617,0,617,4,1,4.0,865,445,1310,2,0,2,1,3,0,1,398,0,0,112000,29383
69.0,4438,6,2004,2004,205.0,4,5,4.0,662,186,848,5,1,4.0,848,0,848,1,0,1,1,4,1,2,420,149,0,149000,210178
50.0,3500,5,1947,1950,0.0,3,2,3.0,312,408,720,3,1,4.0,720,564,1284,1,1,2,1,3,0,1,240,0,35,110000,57917
99.0,11851,7,1990,1990,0.0,3,5,4.0,0,1424,1424,5,1,4.0,1442,0,1442,2,0,3,1,3,0,2,500,0,34,180500,147919
40.0,13673,5,1962,1962,0.0,3,2,3.0,0,1140,1140,3,1,4.0,1696,0,1696,1,1,3,1,3,1,1,349,0,30,143900,16456
69.0,12493,4,1960,1960,0.0,3,5,3.0,419,375,1100,3,1,4.0,1100,0,1100,1,0,3,1,3,1,1,312,355,0,141000,229788
69.0,14364,7,1988,1989,128.0,4,2,4.0,1065,92,1157,5,1,4.0,1180,882,2062,2,1,3,1,3,1,2,454,60,55,277000,209957
75.0,8250,6,1964,1964,260.0,3,2,4.0,787,305,1092,5,1,4.0,1092,0,1092,1,0,3,1,3,0,2,504,0,0,145000,150876
67.0,5604,5,1925,1950,0.0,3,2,3.0,468,396,864,3,0,2.0,864,0,864,1,0,2,1,3,0,0,0,0,0,98000,51698
83.0,10420,6,2009,2009,0.0,3,5,4.0,36,1176,1212,5,1,4.0,1212,0,1212,2,0,3,1,4,0,2,460,100,22,186000,160375
72.0,8640,7,2009,2009,0.0,3,5,4.0,822,78,900,5,1,4.0,932,920,1852,2,1,3,1,4,1,2,644,168,108,252678,199084
43.0,13568,5,1995,1995,0.0,3,5,4.0,716,274,990,5,1,4.0,990,0,990,1,0,3,1,3,0,2,576,224,0,156000,133202
69.0,10900,6,1977,1977,153.0,3,2,4.0,378,311,689,5,1,4.0,689,703,1392,1,1,3,1,3,0,1,299,0,36,161750,127017
72.0,10011,5,1957,1996,64.0,3,2,3.0,360,710,1070,3,1,4.0,1236,0,1236,1,0,2,1,4,1,1,447,0,0,134450,82184
65.0,8450,7,2004,2004,266.0,4,5,4.0,946,490,1436,5,1,4.0,1436,0,1436,2,0,3,1,4,0,2,484,139,98,210000,210961
57.0,9906,4,1925,1950,0.0,3,2,3.0,0,686,686,2,0,4.0,810,518,1328,1,0,3,1,3,0,1,210,0,172,107000,28359
69.0,15660,7,1939,2006,312.0,4,2,3.0,341,457,798,5,1,4.0,1137,817,1954,1,1,3,1,4,2,2,431,0,119,311500,176390
43.0,3010,7,2005,2006,16.0,4,5,4.0,16,1232,1248,5,1,4.0,1248,0,1248,2,0,2,1,4,0,2,438,108,0,167240,187431
73.0,8990,7,2006,2006,0.0,4,5,4.0,0,1498,1498,5,1,4.0,1498,0,1498,2,0,2,1,4,0,2,675,351,33,204900,175468
69.0,8068,6,2002,2002,0.0,4,5,4.0,0,1010,1010,5,1,4.0,1010,1257,2267,2,1,4,1,4,1,2,390,120,46,200000,210463
85.0,11475,6,1975,1975,0.0,3,2,4.0,550,163,713,3,1,4.0,811,741,1552,2,1,3,1,3,1,2,434,209,208,179900,133126
70.0,10500,4,1971,1971,0.0,3,2,3.0,524,160,864,4,1,4.0,864,0,864,1,0,2,1,3,0,2,576,216,0,97000,173088
103.0,13472,10,2003,2003,922.0,5,5,5.0,56,2336,2392,5,1,4.0,2392,0,2392,2,0,3,1,5,1,3,968,248,105,386250,378522
21.0,1680,5,1971,1971,142.0,3,2,3.0,0,630,630,3,1,4.0,630,672,1302,2,1,3,1,3,0,1,280,0,0,112000,92963
82.0,9950,7,1995,1995,290.0,4,5,4.0,565,638,1203,5,1,4.0,1214,1306,2520,2,1,4,1,4,1,3,721,224,114,290000,265839
21.0,1869,6,1970,1970,127.0,3,2,3.0,321,162,483,3,1,4.0,483,504,987,1,1,2,1,3,0,1,280,0,0,106000,90538
70.0,8521,5,1967,1967,0.0,3,2,3.0,842,70,912,3,1,4.0,912,0,912,1,0,3,1,3,1,1,336,0,0,125000,79222
43.0,3182,7,2005,2006,16.0,4,5,4.0,16,1357,1373,5,1,4.0,1555,0,1555,2,0,2,1,4,1,2,430,143,20,192500,186144
73.0,8760,6,1959,1959,220.0,3,2,3.0,0,1194,1194,3,1,4.0,1194,0,1194,1,0,3,1,3,0,1,312,0,0,148000,79487
174.0,15138,8,1995,1996,506.0,4,5,4.0,689,773,1462,5,1,4.0,1490,1304,2794,2,1,4,1,5,1,3,810,0,146,403000,302899
21.0,1680,6,1972,1972,297.0,3,2,3.0,0,483,483,3,1,4.0,483,504,987,1,1,2,1,3,1,1,288,0,0,94500,122208
75.0,10650,5,1976,1976,0.0,3,2,3.0,182,0,894,3,1,4.0,894,0,894,1,0,3,1,3,0,1,308,365,0,128200,438539
69.0,7851,6,2002,2002,0.0,4,5,4.0,625,235,860,5,1,4.0,860,1100,1960,2,1,4,1,4,2,2,440,288,48,216500,227712
21.0,1680,6,1971,1971,604.0,3,2,3.0,358,125,483,3,1,4.0,483,504,987,1,1,2,1,3,0,1,264,0,0,89500,138280
65.0,8773,7,2004,2004,98.0,4,5,4.0,24,1390,1414,5,1,4.0,1414,0,1414,2,0,3,1,4,0,2,494,132,105,185500,184540
69.0,9453,7,1993,2003,0.0,4,5,4.0,402,594,996,5,1,4.0,1014,730,1744,2,1,3,1,4,0,2,457,370,70,194500,186282
93.0,12030,8,2007,2007,254.0,5,5,5.0,0,1694,1694,5,1,4.0,1694,0,1694,2,0,3,1,4,0,3,818,168,228,318000,263645
52.0,8741,6,1945,1950,0.0,3,2,3.0,94,641,735,3,1,2.0,798,689,1487,1,1,3,1,3,1,1,220,0,140,113000,85814
75.0,9000,8,2008,2008,36.0,4,5,4.0,1078,488,1566,5,1,4.0,1566,0,1566,2,0,3,1,4,0,2,750,144,168,262500,192212
40.0,3880,5,1945,1997,0.0,3,2,3.0,329,357,686,4,1,4.0,866,0,866,1,0,2,1,4,0,0,0,58,42,110500,32209
63.0,5000,5,1900,1950,0.0,3,3,3.0,0,540,540,4,0,2.0,889,551,1440,1,0,3,1,3,0,1,352,0,0,79000,49922
75.0,10762,6,1980,1980,0.0,3,2,4.0,0,626,626,3,1,4.0,626,591,1217,1,1,3,1,3,1,1,288,0,28,120000,119835
69.0,8880,7,1994,2002,0.0,4,5,4.0,695,253,948,5,1,4.0,1222,888,2110,2,1,3,1,4,2,2,463,0,130,205000,206098
80.0,10400,7,1988,1988,102.0,3,2,4.0,929,916,1845,4,1,4.0,1872,0,1872,2,0,3,1,3,1,2,604,197,39,241500,169536
69.0,9142,6,1910,1950,0.0,3,4,2.0,0,1020,1020,4,0,0.0,908,1020,1928,2,0,4,2,2,0,1,440,0,60,137000,125674
75.0,11310,6,1954,1954,0.0,3,2,3.0,0,1367,1367,5,1,4.0,1375,0,1375,1,0,2,1,3,1,2,451,0,30,140000,100821
72.0,11317,7,2003,2003,101.0,4,5,4.0,0,840,840,5,1,4.0,840,828,1668,2,1,3,1,4,0,2,500,144,68,180000,200870
69.0,159000,6,1958,2006,472.0,4,2,4.0,697,747,1444,4,1,4.0,1444,700,2144,2,0,4,1,4,2,2,389,0,98,277000,240996
55.0,5350,3,1940,1966,0.0,3,2,3.0,0,728,728,5,1,4.0,1306,0,1306,1,0,3,1,2,0,0,0,263,0,76500,-53244
44.0,4750,8,2006,2007,481.0,4,5,4.0,1573,0,1573,5,1,4.0,1625,0,1625,2,0,2,1,4,1,2,538,123,0,235000,269294
65.0,8366,6,2004,2004,0.0,4,5,4.0,0,798,798,5,1,4.0,798,842,1640,2,1,3,1,4,0,2,520,138,45,173000,185736
85.0,9350,6,1964,1991,108.0,3,2,4.0,270,452,1302,5,1,4.0,1302,0,1302,2,0,3,1,4,0,1,309,333,0,158000,441398
70.0,8400,5,1957,1957,0.0,3,2,3.0,922,392,1314,3,1,4.0,1314,0,1314,1,0,3,1,3,0,1,294,250,0,145000,53708
66.0,8738,7,1999,1999,302.0,4,5,4.0,0,975,975,5,1,4.0,1005,1286,2291,2,1,4,1,4,1,2,429,192,0,230000,246553
64.0,8791,6,2003,2003,0.0,4,5,4.0,503,361,864,5,1,4.0,864,864,1728,2,1,3,1,4,0,2,673,216,56,207500,187507
68.0,8814,7,2006,2006,180.0,4,5,4.0,1334,270,1604,5,1,4.0,1604,0,1604,2,1,3,1,4,1,2,660,123,110,220000,223370
80.0,12435,7,2001,2001,172.0,4,5,4.0,361,602,963,5,1,4.0,963,829,1792,2,1,3,1,4,1,2,564,0,96,231500,228001
70.0,12702,5,1956,1956,0.0,3,5,4.0,0,0,0,4,1,2.0,882,0,882,1,0,2,1,3,0,1,308,0,45,97000,17495
120.0,19296,6,1962,1962,399.0,3,2,3.0,672,0,1362,3,1,4.0,1382,0,1382,1,0,3,1,3,1,2,884,0,0,176000,515503
69.0,9588,8,2007,2007,270.0,4,5,5.0,0,1482,1482,5,1,4.0,1482,1092,2574,2,1,3,1,5,1,3,868,0,148,276000,307608
88.0,8471,6,1977,1995,46.0,3,2,4.0,506,0,506,3,1,4.0,1212,0,1212,1,0,3,1,3,1,2,492,292,12,151000,78406
50.0,5500,5,1929,2001,0.0,3,3,3.0,234,0,926,3,1,4.0,926,0,1316,1,0,3,1,3,0,2,484,0,0,130000,1089909
30.0,5232,5,1925,2004,0.0,3,3,2.0,0,680,680,4,0,0.0,764,0,764,1,0,2,1,3,0,2,504,0,0,73000,101068
78.0,12090,6,1981,1981,210.0,3,2,4.0,588,606,1422,3,1,4.0,1422,0,1422,2,0,3,1,4,1,2,576,276,0,175500,300476
70.0,11207,6,1997,1997,0.0,3,5,4.0,714,88,802,4,1,4.0,802,709,1511,2,1,3,1,3,1,2,413,95,75,185000,175859
60.0,8400,5,1939,1997,0.0,3,5,3.0,378,342,720,5,1,4.0,1052,720,2192,2,1,4,1,4,1,1,240,262,24,179500,761087
71.0,6900,5,1940,1955,0.0,3,2,3.0,403,212,740,5,1,4.0,778,0,778,1,0,2,1,3,1,1,924,0,25,120500,131617
69.0,7917,6,1976,1976,174.0,3,2,3.0,751,392,1143,3,1,4.0,1113,0,1113,1,1,3,1,3,1,1,504,370,30,148000,100256
84.0,10728,8,2006,2006,0.0,4,5,4.0,0,1095,1095,4,1,4.0,1095,844,1939,2,1,3,1,4,1,3,1053,192,51,266000,238046
73.0,39104,7,1954,2005,0.0,3,2,4.0,226,96,1385,5,1,4.0,1363,0,1363,1,0,2,1,3,2,2,439,81,0,241500,749369
92.0,11764,8,1999,2007,348.0,4,5,4.0,524,628,1152,5,1,4.0,1164,1106,2270,2,1,4,1,4,1,3,671,132,57,290000,285717
80.0,9600,6,1958,1988,183.0,3,2,3.0,620,0,1240,4,1,4.0,1632,0,1632,2,0,3,1,3,1,1,338,289,0,139000,414969
76.0,8314,5,1982,1982,0.0,3,2,3.0,546,270,816,3,1,4.0,816,0,816,1,0,2,1,3,0,1,264,168,0,124500,62599
55.0,7264,7,1925,2007,0.0,4,3,3.0,0,952,952,4,0,4.0,952,596,1548,2,1,3,1,5,0,2,672,74,0,205000,170538
129.0,9196,7,2003,2003,0.0,4,5,5.0,0,1560,1560,5,1,4.0,1560,0,1560,2,0,3,1,4,0,2,573,100,150,201000,195296
140.0,19138,4,1951,1951,0.0,3,2,3.0,120,744,864,5,1,4.0,864,0,864,1,0,2,1,3,0,2,400,0,0,141000,66846
107.0,14450,9,2006,2007,315.0,5,5,5.0,0,2121,2121,5,1,4.0,2121,0,2121,2,1,3,1,5,1,3,732,124,98,415298,316364
83.0,10005,7,1977,1977,299.0,3,2,4.0,392,768,1160,5,1,4.0,1156,866,2022,2,1,4,1,3,1,2,505,288,117,192000,192032
82.0,11287,7,1989,1989,340.0,4,2,4.0,421,386,807,4,1,4.0,1175,807,1982,2,1,3,1,4,1,2,575,0,84,228500,196825
60.0,7200,6,2006,2006,68.0,4,5,4.0,905,357,1262,4,1,4.0,1262,0,1262,2,0,2,1,4,0,2,572,0,120,185000,181986
34.0,5063,7,2007,2008,166.0,4,5,4.0,904,410,1314,5,1,4.0,1314,0,1314,2,0,2,1,4,1,2,626,172,62,207500,222583
74.0,9612,8,2008,2009,72.0,4,5,4.0,0,1468,1468,5,1,4.0,1468,0,1468,2,0,3,1,4,1,3,898,210,150,244600,227635
50.0,8012,6,1992,1992,0.0,4,5,4.0,430,1145,1575,4,1,4.0,1575,0,1575,2,0,2,1,4,0,2,529,0,0,179200,173994
35.0,4251,7,2006,2007,0.0,4,5,4.0,0,625,625,5,1,4.0,625,625,1250,2,1,2,1,4,0,2,528,0,54,164700,194889
77.0,9786,6,1962,1981,0.0,3,2,3.0,600,312,912,3,1,4.0,1085,649,1734,1,1,3,1,4,1,2,440,0,0,159000,119722
69.0,8125,4,1971,1971,0.0,3,2,3.0,614,244,858,3,1,4.0,858,0,858,1,0,3,1,3,0,0,0,0,0,88000,29154
69.0,9819,5,1967,1967,31.0,3,2,3.0,450,432,882,3,1,4.0,900,0,900,1,0,3,1,3,0,1,280,0,0,122000,59457
60.0,8730,6,1915,2003,0.0,3,3,3.0,0,698,698,5,1,2.0,698,698,1396,1,0,3,1,3,0,1,384,0,0,153575,101439
120.0,15611,8,2006,2006,0.0,4,5,4.0,0,1079,1079,5,1,4.0,1079,840,1919,2,1,3,1,4,1,2,685,0,51,233230,218876
55.0,5687,5,1912,2000,0.0,3,5,3.0,210,570,780,5,0,4.0,936,780,1716,2,0,6,1,2,0,0,0,0,184,135900,41773
60.0,11409,5,1949,2008,0.0,3,2,3.0,292,476,768,4,1,4.0,1148,568,1716,1,1,3,1,3,1,1,281,0,0,131000,62078
69.0,16659,7,1977,1994,34.0,3,2,3.0,795,0,795,2,1,4.0,1468,795,2263,2,1,3,1,4,1,2,539,0,250,235000,82730
80.0,9600,6,1953,1953,238.0,3,2,3.0,1285,131,1416,3,1,4.0,1644,0,1644,1,0,3,1,3,2,2,418,110,0,167000,128846
37.0,7937,6,1984,1984,0.0,3,2,3.0,819,184,1003,3,1,4.0,1003,0,1003,1,0,3,1,3,0,2,588,120,0,142500,100895
75.0,13710,5,1950,1950,0.0,3,2,3.0,420,490,910,3,1,2.0,910,648,1558,1,1,4,1,3,0,1,282,289,0,152000,72427
66.0,7399,7,1997,1998,1600.0,4,5,4.0,649,326,975,5,1,4.0,975,975,1950,2,1,3,1,4,1,2,576,0,10,239000,379555
90.0,11700,6,1968,1968,365.0,4,2,3.0,384,143,702,4,1,4.0,1041,702,1743,1,2,3,1,3,1,2,539,224,0,175000,233231
80.0,14000,6,1950,2004,0.0,3,2,3.0,0,1092,1092,5,1,4.0,1152,0,1152,1,0,3,1,4,1,1,300,0,36,158500,94306
90.0,15750,5,1953,1953,56.0,3,2,3.0,841,324,1165,3,1,4.0,1336,0,1336,1,0,2,1,3,2,1,375,0,0,157000,78881
66.0,16226,8,1998,1999,0.0,4,5,4.0,281,747,1028,5,1,4.0,1210,1242,2452,2,1,4,1,4,1,2,683,208,50,267000,206791
118.0,13704,7,2001,2002,150.0,4,5,4.0,0,1541,1541,5,1,4.0,1541,0,1541,2,0,3,1,4,1,3,843,468,81,205000,222479
70.0,9800,5,1972,1972,0.0,3,5,3.0,894,0,894,3,1,4.0,894,0,894,1,0,3,1,3,0,2,552,256,0,149900,91190
87.0,18386,7,1880,2002,0.0,3,3,3.0,0,1470,1470,5,1,4.0,1675,1818,3493,3,0,3,1,4,1,3,870,302,0,295000,175767
80.0,10386,8,2004,2005,246.0,4,5,4.0,1464,536,2000,5,1,4.0,2000,0,2000,2,0,3,1,4,0,3,888,168,0,305900,252663
116.0,13474,7,1990,1991,246.0,4,2,4.0,700,0,700,4,1,4.0,1122,1121,2243,2,1,4,1,4,1,3,746,127,44,225000,215667
69.0,7920,6,1920,1950,0.0,3,2,3.0,0,319,319,3,1,2.0,1035,371,1406,1,0,3,1,2,0,0,0,0,144,89500,-37839
69.0,12342,4,1940,1950,0.0,3,2,3.0,262,599,861,5,1,4.0,861,0,861,1,0,1,1,3,0,2,539,158,0,82500,65917
90.0,12378,9,2003,2004,0.0,4,5,5.0,1274,622,1896,5,1,4.0,1944,0,1944,2,0,3,1,5,3,3,708,208,175,360000,305747
69.0,7685,6,1993,1994,112.0,3,5,4.0,518,179,697,4,1,4.0,697,804,1501,2,1,3,1,4,1,2,420,190,63,165600,194577
50.0,8000,6,1948,2002,0.0,3,2,3.0,680,292,972,5,1,4.0,972,0,972,1,0,2,1,3,1,1,240,0,0,132000,100557
65.0,7800,5,1939,1950,0.0,3,2,4.0,507,286,793,3,1,4.0,793,325,1118,1,0,3,1,3,1,2,410,0,0,119900,124956
150.0,215245,7,1965,1965,0.0,3,2,4.0,1236,80,2136,3,1,4.0,2036,0,2036,2,0,3,1,3,2,2,513,0,0,375000,610383
60.0,9600,7,1925,1990,0.0,3,3,3.0,16,712,728,5,1,4.0,832,809,1641,1,1,3,1,5,1,2,546,0,0,178000,146215
71.0,7795,7,2004,2005,0.0,4,5,4.0,425,291,716,5,1,4.0,716,716,1432,2,1,3,1,4,1,2,432,100,51,188500,214401
94.0,13005,7,1980,1980,278.0,4,2,4.0,692,153,845,3,1,4.0,1153,1200,2353,2,1,4,1,5,1,2,484,288,195,260000,195119
75.0,9000,8,2006,2006,0.0,4,5,4.0,0,1088,1088,5,1,4.0,1088,871,1959,2,1,3,1,4,1,3,1025,208,46,270000,242030
90.0,9900,7,1993,1993,256.0,4,5,4.0,987,360,1347,5,1,4.0,1372,1274,2646,2,1,4,1,4,1,3,656,340,60,260000,266088
69.0,14115,7,1980,1980,225.0,3,2,4.0,1036,336,1372,3,1,4.0,1472,0,1472,2,0,3,1,3,2,2,588,233,48,187500,185719
111.0,16259,9,2006,2006,370.0,3,5,5.0,0,1249,1249,5,1,4.0,1249,1347,2596,3,1,4,1,4,0,3,840,240,154,342643,288654
99.0,12099,8,2004,2004,388.0,4,5,5.0,970,166,1136,5,1,4.0,1136,1332,2468,2,1,4,1,4,1,3,872,184,154,354000,315959
86.0,10380,7,1986,1987,172.0,4,2,3.0,28,0,1502,5,1,4.0,1553,1177,2730,2,1,4,1,4,1,2,576,201,96,301000,982660
49.0,5820,3,1955,2005,0.0,3,2,3.0,256,906,1162,5,1,4.0,1163,0,1163,1,0,3,1,3,0,1,220,142,98,126175,46193
96.0,11275,7,1967,2007,300.0,4,2,4.0,0,710,710,5,1,4.0,1898,1080,2978,2,1,5,1,4,1,2,564,240,0,242000,124277
50.0,5000,5,1941,1950,0.0,3,2,3.0,116,604,720,1,0,1.0,803,0,803,1,0,2,1,3,0,2,360,0,0,87000,96485
32.0,10846,8,1993,1993,0.0,4,5,4.0,1619,100,1719,5,1,4.0,1719,0,1719,1,1,1,1,4,2,2,473,122,30,324000,228206
80.0,11600,6,1960,1960,175.0,3,2,3.0,565,818,1383,3,1,4.0,1383,0,1383,1,1,3,1,3,0,1,292,0,45,145250,77950
69.0,11888,6,1916,1994,0.0,3,3,3.0,0,844,844,4,0,2.0,1445,689,2134,2,0,5,1,4,0,2,441,0,60,214500,92375
60.0,6402,5,1920,1950,0.0,3,5,3.0,0,596,596,3,0,4.0,596,596,1192,1,0,3,1,3,0,1,189,0,0,78000,71539
69.0,10624,5,1964,1964,84.0,3,2,3.0,40,1424,1728,3,1,4.0,1728,0,1728,2,0,6,2,3,0,1,352,155,0,119000,239687
70.0,8176,5,1958,1992,0.0,3,2,3.0,846,210,1056,2,1,4.0,1056,0,1056,1,0,3,1,3,0,1,308,0,0,139000,65500
85.0,10655,8,2003,2004,296.0,4,5,4.0,1124,1603,3206,5,1,4.0,1629,0,1629,2,0,3,1,4,1,3,880,0,0,284000,678747
59.0,8198,7,2004,2004,146.0,4,5,4.0,720,638,1358,5,1,4.0,1358,0,1358,2,0,2,1,4,1,2,484,192,30,207000,218815
59.0,9042,6,1998,1998,0.0,3,5,4.0,828,115,943,4,1,4.0,943,695,1638,2,1,3,1,3,2,2,472,100,38,192000,197651
69.0,164660,5,1965,1965,0.0,3,2,3.0,1249,103,1499,5,1,4.0,1619,167,1786,2,0,3,1,3,2,2,529,670,0,228950,184362
86.0,14157,9,2005,2006,200.0,4,5,5.0,1249,673,1922,5,1,4.0,1922,0,1922,2,0,3,1,4,1,3,676,178,51,377426,295492
70.0,9135,7,2002,2003,113.0,4,5,4.0,810,726,1536,5,1,4.0,1536,0,1536,2,0,3,1,4,0,2,532,192,74,214000,194221
91.0,14145,7,1984,1998,0.0,4,2,4.0,213,995,1208,5,1,4.0,1621,0,1621,2,0,3,1,4,0,2,440,108,45,202500,131229
66.0,12400,6,1958,1998,176.0,3,2,3.0,585,630,1215,3,1,2.0,1215,0,1215,1,0,3,1,3,0,1,297,0,0,155000,109666
85.0,14191,8,2002,2002,0.0,4,5,4.0,0,967,967,5,1,4.0,993,915,1908,2,1,4,1,4,0,2,431,135,0,202900,202722
60.0,8400,4,1950,1950,0.0,2,2,3.0,0,721,721,4,1,4.0,841,0,841,1,0,2,1,3,0,1,294,250,0,82000,10152
69.0,8544,3,1949,1950,340.0,3,1,4.0,0,0,0,2,0,2.0,1040,0,1040,2,0,2,2,3,0,2,400,0,0,87500,82642
63.0,8849,9,2005,2005,616.0,5,5,5.0,28,1656,1684,5,1,4.0,1684,0,1684,2,0,2,1,5,1,2,564,495,72,266000,316907
36.0,2592,5,1976,1976,0.0,3,2,4.0,129,175,536,3,1,4.0,536,576,1112,1,1,3,1,3,0,1,336,182,0,85000,220009
65.0,6435,6,1939,1950,0.0,3,3,3.0,0,972,972,4,1,4.0,972,605,1577,1,0,3,1,2,1,1,312,0,0,140200,75588
69.0,12772,6,1960,1998,0.0,3,2,3.0,498,460,958,3,1,4.0,958,0,958,1,0,2,1,3,0,1,301,0,0,151500,74771
69.0,17600,6,1960,1960,30.0,3,2,3.0,1270,208,1478,5,1,2.0,1478,0,1478,2,0,3,1,3,2,2,498,0,40,157500,162117
36.0,2448,7,2003,2004,106.0,4,5,4.0,573,191,764,5,1,4.0,764,862,1626,2,1,2,1,4,0,2,474,0,27,154000,216565
56.0,20431,9,2005,2006,870.0,5,5,5.0,1410,438,1848,5,1,4.0,1848,880,2728,2,1,4,1,5,2,3,706,0,0,437154,428859
68.0,7820,9,2007,2007,362.0,5,5,5.0,0,1869,1869,5,1,4.0,1869,0,1869,2,0,2,1,5,1,2,617,210,54,318061,299175
69.0,5271,7,1986,1986,0.0,3,5,4.0,1082,371,1453,4,1,4.0,1453,0,1453,1,1,2,1,4,1,2,445,0,80,190000,173833
60.0,9084,5,1941,1950,0.0,3,2,3.0,236,0,616,3,0,4.0,616,495,1111,1,0,3,1,3,0,1,200,48,0,95000,273516
60.0,8520,6,1928,2003,0.0,3,3,3.0,0,624,624,4,1,4.0,720,0,720,1,0,2,1,3,0,2,484,106,0,105900,86237
60.0,8400,6,1940,2000,0.0,3,2,3.0,388,552,940,5,1,4.0,1192,403,1595,1,0,2,1,3,2,1,240,0,0,140000,96880
105.0,11249,6,1995,1995,0.0,4,5,4.0,334,322,1200,5,1,4.0,1200,0,1200,2,0,3,1,4,0,2,521,0,26,177500,467982
69.0,9248,6,1992,1992,106.0,3,5,4.0,560,598,1158,4,1,4.0,1167,0,1167,2,0,3,1,4,0,2,400,120,26,173000,165264
44.0,4224,5,1976,1976,0.0,3,5,4.0,874,268,1142,3,1,4.0,1142,0,1142,1,1,3,1,3,1,2,528,536,90,134000,126839
92.0,6930,5,1958,1958,120.0,3,2,3.0,300,468,1062,5,1,1.0,1352,0,1352,1,0,3,1,4,0,1,288,168,0,130000,234826
78.0,12011,8,1998,1998,530.0,4,5,4.0,956,130,1086,5,1,4.0,1086,838,1924,2,1,3,1,4,1,2,592,208,75,280000,273708
69.0,7540,6,1978,1978,0.0,3,2,4.0,773,115,888,5,1,4.0,912,0,912,1,0,2,1,3,1,2,470,0,0,156000,147342
